transaction_id,customer_id,product_id,quantity,transaction_date,store_id
214,4295,5,2,2023-06-03 09:01:00,91
215,1788,7,1,2023-09-07 16:16:00,100
216,1074,3,1,2023-05-29 06:07:00,27
217,1166,7,1,2023-07-12 05:27:00,47
218,3600,3,4,2023-12-22 17:42:00,6
219,2718,6,4,2023-07-02 20:39:00,82
220,3154,8,2,2023-02-06 23:46:00,26
221,4127,6,4,2023-03-09 05:01:00,24
222,3056,10,1,2023-11-05 10:31:00,71
223,660,3,4,2023-07-21 11:20:00,44
224,4643,5,1,2023-02-02 02:28:00,14
225,2583,9,1,2023-01-03 13:57:00,13
226,1130,8,1,2023-08-31 21:19:00,26
227,2275,6,4,2023-04-06 06:14:00,43
228,4467,9,2,2023-07-10 18:00:00,43
229,1469,2,1,2023-04-28 15:50:00,66
230,2103,9,4,2023-11-18 17:38:00,87
231,3267,10,2,2023-11-08 10:22:00,28
232,2472,10,2,2023-01-08 00:59:00,1
233,1152,6,1,2023-03-23 11:08:00,96
234,93,9,3,2023-02-24 18:58:00,12
235,2567,4,4,2023-04-19 12:54:00,50
236,1282,5,4,2023-01-27 05:38:00,53
237,2901,2,1,2023-09-26 20:31:00,60
238,2800,3,1,2023-04-18 20:07:00,55
239,3178,1,1,2023-11-09 23:04:00,35
240,4512,4,1,2023-04-03 19:16:00,61
241,2605,2,1,2023-01-31 11:00:00,26
242,3882,2,2,2023-08-13 11:12:00,31
243,2414,1,2,2023-09-23 12:44:00,57
244,1545,10,3,2023-01-30 01:12:00,12
245,3531,2,1,2023-09-18 13:10:00,93
246,2647,4,1,2023-06-02 23:21:00,5
247,4785,6,1,2023-07-01 16:50:00,99
248,2059,7,1,2023-03-16 20:26:00,7
249,4515,7,1,2023-09-15 12:58:00,16
250,1146,7,1,2023-10-23 21:57:00,96
251,911,4,4,2023-04-23 13:00:00,52
252,3307,5,1,2023-06-22 09:17:00,81
253,1567,3,1,2023-04-29 07:55:00,21
254,2396,1,2,2023-05-09 22:12:00,27
255,3006,8,2,2023-10-28 05:22:00,79
256,4508,10,1,2023-01-19 01:10:00,23
257,4249,7,3,2023-05-11 14:33:00,72
258,92,9,2,2023-08-30 21:21:00,25
259,3993,10,3,2023-10-27 19:12:00,11
260,331,4,1,2023-06-30 17:02:00,63
261,955,5,1,2023-07-14 06:46:00,57
262,3781,5,2,2023-04-26 22:11:00,85
263,2602,7,1,2023-03-20 17:06:00,54
264,2978,9,2,2023-10-06 13:24:00,10
265,4290,8,2,2023-01-29 04:45:00,50
266,530,7,1,2023-12-09 17:54:00,73
267,2893,1,1,2023-06-11 23:18:00,1
268,1267,10,3,2023-05-26 07:47:00,86
269,1474,6,3,2023-12-02 04:22:00,70
270,4735,10,2,2023-09-12 14:43:00,30
271,1598,9,2,2023-08-11 05:35:00,55
272,2526,7,3,2023-06-15 17:31:00,98
273,4794,1,2,2023-06-12 07:52:00,77
274,3762,9,1,2023-01-18 05:33:00,86
275,2743,3,1,2023-05-21 15:11:00,6
276,4636,9,1,2023-10-18 03:41:00,24
277,4426,4,1,2023-08-28 00:47:00,85
278,470,9,1,2023-07-22 20:56:00,87
279,3831,8,4,2023-02-20 13:12:00,5
280,534,7,2,2023-07-23 06:03:00,7
281,4563,4,3,2023-09-13 16:43:00,3
282,4056,9,2,2023-10-19 00:53:00,13
283,3680,4,1,2023-08-30 03:15:00,54
284,4088,1,1,2023-01-21 02:21:00,63
285,762,6,4,2023-03-25 23:44:00,76
286,891,4,1,2023-07-10 05:03:00,6
287,2356,10,2,2023-05-11 00:41:00,98
288,1956,3,1,2023-07-13 07:21:00,79
289,2972,5,1,2023-01-28 20:35:00,47
290,1673,3,1,2023-03-20 22:28:00,82
291,2837,9,1,2023-11-13 10:33:00,55
292,4928,6,3,2023-09-09 17:19:00,49
293,4940,3,2,2023-08-17 09:54:00,57
294,3645,5,2,2023-11-14 18:32:00,3
295,2298,8,3,2023-03-26 05:03:00,22
296,4062,8,2,2023-10-08 11:46:00,35
297,3167,6,3,2023-05-19 09:52:00,28
298,1320,5,1,2023-07-05 11:35:00,42
299,184,5,3,2023-02-02 07:42:00,12
300,1284,1,2,2023-11-14 12:39:00,1
301,2847,2,1,2023-01-02 05:33:00,100
302,2234,4,1,2023-05-24 11:26:00,94
303,4089,6,1,2023-09-23 05:13:00,23
304,1433,7,1,2023-11-11 01:28:00,28
305,3141,1,2,2023-02-20 22:52:00,69
306,1797,8,2,2023-08-29 10:39:00,36
307,4723,1,4,2023-08-17 14:04:00,54
308,2056,9,1,2023-04-01 17:59:00,47
309,3337,4,2,2023-08-07 16:30:00,56
310,783,7,1,2023-08-14 05:08:00,10
311,1508,6,2,2023-10-25 09:11:00,5
312,4871,9,2,2023-08-26 12:27:00,14
313,3855,2,2,2023-10-21 00:27:00,24
314,677,7,1,2023-08-04 06:56:00,63
315,1831,5,2,2023-04-03 16:30:00,28
316,4091,7,1,2023-05-20 16:38:00,21
317,4307,1,2,2023-11-03 03:49:00,76
318,1361,10,2,2023-10-04 02:02:00,20
319,4586,9,1,2023-05-07 17:20:00,62
320,2687,1,1,2023-08-08 03:28:00,96
321,191,5,1,2023-10-23 16:40:00,51
322,843,8,1,2023-01-01 07:05:00,40
323,335,1,2,2023-08-10 06:35:00,85
324,1111,7,1,2023-07-28 22:10:00,81
325,579,2,2,2023-06-03 01:12:00,65
326,62,7,1,2023-11-10 00:50:00,28
327,387,7,1,2023-08-23 15:42:00,54
328,1170,9,2,2023-12-05 14:15:00,2
329,2201,6,2,2023-11-18 16:46:00,81
330,4715,4,2,2023-11-18 23:18:00,14
331,1684,7,1,2023-06-05 14:42:00,14
332,487,7,1,2023-12-11 13:31:00,44
333,3733,4,1,2023-05-04 13:34:00,82
334,541,2,1,2023-03-03 17:54:00,40
335,2061,9,2,2023-07-26 15:31:00,34
336,4247,8,1,2023-09-02 01:50:00,65
337,1239,5,4,2023-03-10 00:03:00,18
338,991,5,2,2023-06-21 00:37:00,34
339,4468,1,2,2023-08-15 00:58:00,87
340,2300,9,4,2023-06-13 13:52:00,49
341,3908,10,1,2023-05-26 00:02:00,80
342,4289,8,1,2023-04-18 07:11:00,83
343,1081,5,2,2023-01-18 18:51:00,55
344,198,10,1,2023-02-03 15:38:00,62
345,2195,6,4,2023-06-28 06:56:00,70
346,1599,10,4,2023-12-12 23:36:00,24
347,1601,10,3,2023-02-23 00:45:00,81
348,3693,8,3,2023-11-28 14:58:00,48
349,3866,6,2,2023-10-29 18:52:00,80
350,684,10,2,2023-05-22 14:00:00,39
351,3084,4,1,2023-10-07 14:30:00,48
352,3990,3,2,2023-12-26 23:52:00,70
353,333,7,1,2023-10-19 00:26:00,80
354,1772,2,2,2023-06-27 15:56:00,9
355,4201,7,4,2023-04-18 10:59:00,29
356,2722,1,1,2023-01-05 00:54:00,68
357,807,10,1,2023-03-19 14:44:00,60
358,1065,5,1,2023-11-06 13:58:00,26
359,889,9,2,2023-06-09 08:31:00,38
360,2924,1,2,2023-05-09 01:50:00,62
361,321,8,2,2023-12-05 06:35:00,26
362,3958,9,2,2023-02-06 13:37:00,14
363,2383,9,1,2023-07-01 11:03:00,99
364,3232,8,2,2023-03-30 08:53:00,49
365,2312,4,2,2023-11-29 09:14:00,43
366,3602,7,1,2023-04-08 02:16:00,88
367,1501,1,1,2023-12-05 08:13:00,8
368,1569,7,3,2023-08-20 01:11:00,40
369,3282,6,4,2023-11-19 06:31:00,25
370,1520,5,2,2023-11-07 17:50:00,63
371,1919,1,3,2023-11-21 16:54:00,4
372,4090,8,1,2023-04-26 21:29:00,15
373,1866,10,4,2023-12-12 15:32:00,16
374,1406,1,1,2023-11-24 17:32:00,54
375,2724,1,1,2023-07-08 17:42:00,11
376,5,3,1,2023-06-30 00:49:00,28
377,1169,8,2,2023-07-21 22:22:00,7
378,2399,8,1,2023-12-19 20:56:00,38
379,2631,7,1,2023-06-24 05:07:00,24
380,348,5,1,2023-07-19 22:56:00,95
381,4221,8,1,2023-11-17 07:19:00,68
382,1814,2,1,2023-02-26 10:07:00,37
383,3343,8,2,2023-07-28 01:27:00,35
384,2575,2,1,2023-06-20 18:04:00,6
385,3826,10,1,2023-07-17 20:33:00,33
386,4594,5,1,2023-09-02 13:21:00,96
387,53,4,1,2023-08-21 19:19:00,99
388,149,1,1,2023-02-28 16:11:00,81
389,503,5,2,2023-04-11 18:15:00,54
390,870,7,1,2023-04-20 19:57:00,96
391,3522,1,1,2023-06-18 09:35:00,14
392,4315,2,2,2023-10-06 22:01:00,19
393,3872,9,1,2023-04-22 06:27:00,88
394,1301,5,1,2023-06-05 19:05:00,11
395,2500,7,1,2023-02-16 18:28:00,71
396,4034,2,1,2023-10-30 02:20:00,45
397,3290,7,1,2023-10-24 19:18:00,60
398,4834,7,1,2023-08-29 22:34:00,88
399,3854,7,1,2023-12-06 06:37:00,58
400,2452,5,1,2023-10-30 18:10:00,88
401,4386,9,2,2023-02-15 08:10:00,78
402,339,2,3,2023-05-31 14:41:00,24
403,2825,4,2,2023-11-02 22:32:00,11
404,1694,2,2,2023-10-11 14:36:00,72
405,987,8,1,2023-01-15 05:20:00,44
406,3491,1,1,2023-10-04 23:38:00,79
407,2734,9,1,2023-12-14 07:49:00,66
408,3768,5,1,2023-01-05 07:02:00,88
409,4077,3,2,2023-09-14 03:25:00,45
410,2007,4,2,2023-08-06 10:38:00,74
411,3108,1,1,2023-10-11 23:30:00,32
412,4469,3,1,2023-11-02 02:55:00,17
413,3331,8,1,2023-06-10 14:11:00,54
414,3042,2,1,2023-12-22 12:25:00,10
415,531,2,1,2023-06-09 18:40:00,86
416,924,9,1,2023-07-18 17:53:00,6
417,4119,5,1,2023-11-14 08:47:00,91
418,241,5,2,2023-12-20 15:12:00,20
419,1897,1,1,2023-01-22 03:14:00,1
420,3325,6,1,2023-10-11 03:46:00,64
421,814,8,2,2023-09-02 18:17:00,81
422,4751,6,4,2023-10-22 09:56:00,1
423,783,7,3,2023-05-01 04:21:00,61
424,4056,4,1,2023-12-07 08:14:00,79
425,8,2,1,2023-04-03 22:27:00,1
426,3774,1,1,2023-01-20 15:16:00,81
427,4671,6,1,2023-10-14 22:00:00,46
428,3140,9,1,2023-01-20 17:38:00,60
429,3790,10,1,2023-03-03 03:05:00,43
430,4052,5,2,2023-11-09 02:33:00,44
431,518,2,1,2023-04-09 19:31:00,38
432,3191,1,1,2023-12-03 04:45:00,2
433,3103,3,2,2023-05-13 07:56:00,82
434,4579,4,2,2023-02-06 14:47:00,12
435,2717,7,2,2023-07-09 10:33:00,93
436,579,9,1,2023-10-04 01:19:00,23
437,4483,8,1,2023-08-27 08:54:00,9
438,4508,9,1,2023-06-04 03:01:00,8
439,1866,7,2,2023-11-28 02:26:00,50
440,1377,10,1,2023-08-27 00:02:00,80
441,2939,8,1,2023-09-03 18:14:00,62
442,906,8,1,2023-10-04 01:42:00,23
443,965,1,3,2023-07-22 14:53:00,93
444,1977,9,1,2023-11-03 23:22:00,59
445,4760,2,1,2023-07-03 16:45:00,10
446,4921,7,1,2023-03-01 15:24:00,12
447,1888,10,4,2023-12-09 11:12:00,62
448,2448,10,2,2023-01-15 02:44:00,76
449,992,5,1,2023-02-07 22:15:00,30
450,3557,4,1,2023-09-12 20:00:00,74
451,3960,1,1,2023-06-13 06:33:00,78
452,3605,1,1,2023-02-19 23:11:00,68
453,1084,3,1,2023-01-30 07:33:00,47
454,435,1,2,2023-01-23 14:17:00,84
455,21,8,1,2023-06-30 01:35:00,41
456,2923,3,2,2023-05-26 04:04:00,7
457,1926,10,2,2023-01-15 20:09:00,94
458,1473,2,2,2023-04-21 23:04:00,88
459,1100,6,1,2023-06-23 16:52:00,74
460,2638,4,1,2023-04-02 21:52:00,52
461,390,4,1,2023-12-11 20:04:00,45
462,3414,2,1,2023-03-25 07:06:00,38
463,2616,2,4,2023-06-08 17:12:00,36
464,1355,6,2,2023-12-05 15:03:00,81
465,4522,5,1,2023-07-06 14:10:00,85
466,6,9,1,2023-09-26 14:54:00,58
467,191,4,3,2023-05-03 04:19:00,46
468,148,5,1,2023-03-25 09:36:00,67
469,4501,1,1,2023-04-30 06:00:00,65
470,4354,2,1,2023-08-15 11:47:00,18
471,3551,3,2,2023-03-20 17:09:00,2
472,4920,5,3,2023-01-19 16:45:00,4
473,4106,5,3,2023-08-16 03:50:00,96
474,1111,4,1,2023-10-01 06:57:00,83
475,3834,10,2,2023-10-16 20:02:00,84
476,4934,3,1,2023-05-25 10:03:00,42
477,625,9,1,2023-02-25 08:08:00,49
478,4126,1,1,2023-06-26 20:06:00,49
479,2176,6,4,2023-03-16 04:51:00,7
480,3150,7,1,2023-08-08 14:32:00,9
481,1079,10,1,2023-03-30 03:35:00,71
482,3552,4,1,2023-01-30 21:44:00,27
483,2353,10,4,2023-09-10 19:49:00,21
484,546,3,2,2023-11-08 22:26:00,35
485,1196,8,2,2023-09-27 20:11:00,88
486,2070,9,1,2023-02-20 05:06:00,96
487,3359,1,2,2023-09-06 11:26:00,76
488,2439,10,2,2023-01-10 05:06:00,87
489,617,9,3,2023-11-02 21:03:00,36
490,4245,7,1,2023-12-23 22:53:00,93
491,3344,1,1,2023-03-18 20:25:00,67
492,1812,7,2,2023-11-12 16:22:00,43
493,172,5,2,2023-09-21 17:41:00,8
494,4143,10,1,2023-12-01 18:31:00,98
495,626,7,1,2023-04-22 09:42:00,78
496,4064,9,4,2023-11-14 02:41:00,36
497,2255,8,1,2023-05-09 06:12:00,48
498,453,6,1,2023-07-16 16:01:00,46
499,1419,2,1,2023-12-19 01:43:00,32
500,754,8,1,2023-12-05 12:15:00,7
501,3373,4,2,2023-11-14 04:12:00,74
502,2724,8,1,2023-07-15 10:33:00,12
503,3011,7,1,2023-08-23 16:40:00,55
504,2912,4,1,2023-06-28 18:20:00,23
505,1226,8,3,2023-03-05 02:32:00,75
506,168,2,3,2023-07-23 02:37:00,52
507,3686,9,2,2023-11-25 06:20:00,13
508,86,6,2,2023-06-27 13:49:00,76
509,1678,7,1,2023-12-05 09:22:00,71
510,1983,10,3,2023-10-03 23:19:00,53
511,4945,1,2,2023-09-02 22:57:00,63
512,1487,3,2,2023-01-21 21:34:00,74
513,442,10,1,2023-12-26 22:37:00,71
514,271,5,1,2023-08-25 16:02:00,51
515,344,7,2,2023-05-13 09:52:00,58
516,1207,1,1,2023-12-22 00:33:00,27
517,3082,9,1,2023-06-04 11:03:00,7
518,1258,5,2,2023-09-16 09:00:00,50
519,2292,3,1,2023-07-08 03:02:00,24
520,1533,7,2,2023-09-05 19:51:00,87
521,3423,10,1,2023-07-23 15:23:00,25
522,4363,8,2,2023-07-21 04:08:00,44
523,1654,10,1,2023-01-08 09:24:00,36
524,4989,10,3,2023-05-20 02:57:00,57
525,239,3,1,2023-03-04 08:11:00,97
526,915,7,2,2023-06-25 18:00:00,37
527,1439,7,1,2023-10-23 22:50:00,52
528,3017,4,1,2023-12-22 18:31:00,63
529,1461,10,1,2023-06-24 23:57:00,7
530,3080,9,3,2023-12-13 16:19:00,94
531,2259,1,1,2023-12-24 09:43:00,60
532,367,1,1,2023-11-23 08:25:00,95
533,2992,5,1,2023-01-13 13:20:00,37
534,3742,3,1,2023-03-09 18:13:00,21
535,86,10,3,2023-08-03 06:08:00,98
536,2494,9,1,2023-06-11 08:40:00,46
537,4716,5,2,2023-10-22 11:25:00,21
538,132,7,1,2023-06-27 04:03:00,84
539,904,1,1,2023-08-11 23:20:00,98
540,3457,2,1,2023-09-26 17:05:00,72
541,1222,4,1,2023-12-11 14:49:00,96
542,1764,9,1,2023-09-08 07:35:00,52
543,2805,5,1,2023-11-06 20:13:00,94
544,1227,5,2,2023-08-29 20:59:00,29
545,1285,9,1,2023-09-14 04:20:00,69
546,690,8,1,2023-11-27 09:46:00,94
547,4783,2,1,2023-07-17 06:36:00,76
548,4882,7,1,2023-08-12 06:37:00,39
549,4436,1,1,2023-07-03 01:35:00,27
550,4508,10,1,2023-06-17 20:56:00,77
551,1997,9,3,2023-03-29 20:36:00,10
552,4382,3,3,2023-05-21 05:39:00,36
553,1110,2,2,2023-08-18 18:36:00,95
554,4946,4,1,2023-03-29 01:22:00,16
555,430,4,1,2023-05-15 19:43:00,36
556,4127,3,4,2023-05-20 11:25:00,90
557,3782,2,2,2023-06-07 13:35:00,84
558,603,5,1,2023-12-19 13:59:00,34
559,440,4,1,2023-07-21 08:10:00,37
560,985,5,1,2023-07-26 01:45:00,72
561,1919,8,2,2023-03-15 04:49:00,68
562,4508,2,3,2023-05-22 08:27:00,59
563,528,9,1,2023-08-04 17:16:00,29
564,4406,10,1,2023-06-15 15:33:00,31
565,2997,1,1,2023-09-20 18:51:00,66
566,3468,8,1,2023-05-11 15:58:00,89
567,1362,5,1,2023-08-09 02:30:00,3
568,704,2,2,2023-01-11 07:15:00,69
569,663,8,1,2023-04-03 04:11:00,22
570,365,5,2,2023-07-19 17:56:00,80
571,923,10,1,2023-02-03 03:26:00,73
572,3857,10,2,2023-02-09 16:54:00,53
573,176,3,2,2023-08-01 17:27:00,48
574,936,7,1,2023-04-02 22:53:00,73
575,382,4,2,2023-12-24 10:43:00,76
576,306,10,1,2023-03-16 16:50:00,47
577,4698,6,1,2023-01-09 22:21:00,42
578,2391,10,1,2023-07-27 01:11:00,4
579,2204,8,1,2023-12-08 19:18:00,82
580,4808,1,2,2023-12-15 14:08:00,82
581,1466,2,1,2023-11-17 17:45:00,42
582,3272,8,2,2023-09-06 02:16:00,43
583,403,7,3,2023-05-15 05:59:00,97
584,4710,10,1,2023-02-07 09:52:00,42
585,2671,9,1,2023-07-03 20:22:00,3
586,1802,2,1,2023-12-14 20:55:00,59
